baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
gene30099:LOC106568858	161.385763034312	1.27777377642407	0.332158737363134	3.84687690761283	0.000119633034671284	0.000386196306184525	itm2cb
gene30100:LOC106568857	49.9570649086838	1.76400456395922	0.502518493980921	3.51032764980425	0.000447554839547511	0.0012871313982988	LOC106568857
gene30101:LOC106569007	85.3467336640358	-3.43252641055454	0.307677515183468	-11.1562471781785	6.67501805890476e-29	3.23209661555185e-27	GPR55
gene30111:LOC106568853	27.4962626718217	-2.2728086829032	0.807613448208981	-2.81422837614151	0.00488944787562849	0.0112200726530513	gpc5c
gene30112:LOC106568852	545.925704522246	1.55953845748383	0.47578489723601	3.27782253397218	0.00104611142158987	0.0027764152897713	gpc1b
gene30116:LOC100136455	35.2309850665079	-8.84609068430002	1.01460306200689	-8.71876994615256	2.81240341108911e-18	5.28663377908954e-17	LOC100136455
gene30121:LOC106568844	2966.82185813771	1.33094232983704	0.286121145661708	4.65167412481517	3.29251092907897e-06	1.39653293136693e-05	ITGB1
gene30129:LOC100380281	1160.3505139036	-1.697255448726	0.415449745596739	-4.08534477807446	4.40114148830038e-05	0.000154218646633865	crem
gene30130:LOC106568835	403.631790649902	1.03161161976152	0.314214479623246	3.28314475194924	0.00102655939171467	0.00273119342017259	LOC106568835
gene30132:LOC106568833	79.1531383392711	-7.79073818223281	0.968687598364748	-8.04257037602674	8.79733323049446e-16	1.25007336068958e-14	LOC106568833
gene30135:LOC106568830	2090.35626491518	2.14874788417993	0.331681274631176	6.4783515034706	9.27301300172513e-11	7.43843686466978e-10	pfkpb
gene30140:LOC106568825	102.063462081499	-1.50422412271175	0.376330340334105	-3.99708437373482	6.41274488329148e-05	0.000217637257819132	dip2ca
gene30144:LOC106568821	101.881960377629	-4.22564264536625	0.753187862747151	-5.61034352034536	2.01925384160169e-08	1.18906212069272e-07	LOC106568821
gene30146:LOC106568819	348.862296229411	-1.50921952382045	0.328779211108248	-4.59037394345335	4.42452607167775e-06	1.83971756442171e-05	NCOA2
gene30152:LOC106569032	17.6523673564191	-3.7168020238692	0.610239762384596	-6.09072409399427	1.12401123209484e-09	7.82116708165971e-09	LOC106569032
gene30153:LOC106569033	1133.5634075115	-1.34758883997265	0.220009694294404	-6.12513391418736	9.06073680779971e-10	6.38801538085697e-09	LOC106569033
gene30154:LOC106569035	115.540419692351	-1.15819600601334	0.41001670153409	-2.82475323975807	0.00473170407292553	0.0109024464670205	LOC106569035
gene30163:LOC106569043	292.485725157585	1.88819818800903	0.369073689807568	5.11604657864809	3.12006042717143e-07	1.55146471978464e-06	pde7a
gene30166:LOC106569045	28.7278615240032	-1.37272735289124	0.606902547817414	-2.26185795038749	0.0237061810785789	0.0455272250401689	cyp7b1
gene30207:LOC106569062	69.7551294223694	-3.73183596799859	0.623415776813923	-5.98611088585342	2.14917876296675e-09	1.44740308564915e-08	LOC106569062
gene30208:LOC106569063	393.832796119858	-2.92181463341568	0.408048733638597	-7.16045509408074	8.04096678389697e-13	8.32555004727906e-12	LOC106569063
gene30210:LOC106569066	62.8077472015422	-5.46967927205087	0.814681084938659	-6.71389010150237	1.89503057210724e-11	1.66734279092482e-10	nmnat2
gene30211:LOC106569065	38.115743872111	-3.25336688244232	0.841611655074549	-3.86563905433812	0.000110798698892749	0.000360080432119829	lamc2
gene30214:LOC106569068	1038.10150456225	1.2670326731552	0.327831221367846	3.86489324558112	0.000111137797944868	0.000361022518000251	rasal2
gene30216:LOC106569070	77.0669374791543	2.0959869502844	0.567123568598742	3.69582056951574	0.000219177731444581	0.000671679600394605	cenpl
gene30220:LOC106569072	12.693986512937	-5.14551092097097	0.979625957368978	-5.25252611189528	1.50027186654978e-07	7.80817264635868e-07	pappa2
gene30228:LOC106569079	9189.42589113222	-3.64379764016967	0.274992525082043	-13.2505334066173	4.48007669968603e-40	5.30076171769706e-38	plk3
gene30229:LOC106569080	13.9980993946895	-7.52292803185945	1.011524762098	-7.43721588807789	1.02829426589008e-13	1.18002497630085e-12	LOC106569080
gene30234:LOC100195520	2774.23359538998	1.97826236989185	0.212113099719232	9.32645071195704	1.09475553296927e-20	2.54543673565114e-19	vato
gene30247:LOC106569257	42.9675438905121	-5.56503951863554	1.11743173633904	-4.98020535631812	6.35168378831436e-07	3.02757403184711e-06	LOC106569257
gene30249:LOC106569256	50.6118547525941	-2.18800535674184	0.417745155711726	-5.23765584549764	1.62628958648447e-07	8.42666702034503e-07	zswim5
gene30251:LOC106569254	882.770200647654	2.66425568890368	0.272027033272378	9.79408427483744	1.19374152044676e-22	3.32965374852368e-21	lyn
gene30253:LOC106569251	167.020292562017	1.29759167546226	0.288859235108477	4.49212459824926	7.05161455405631e-06	2.84642087708263e-05	tmem68
gene30255:LOC106569249	9.64537840708093	-6.98021129449908	1.30954262231964	-5.33026659501529	9.80686980716342e-08	5.24445016860937e-07	XKR4
gene30268:LOC100195268	1597.67723520589	-5.20790959456913	0.423141739349117	-12.307718927894	8.23169299686296e-35	6.47567205380562e-33	cahz
gene30275:LOC106569234	69.902465405952	-1.03918962027609	0.336054084000839	-3.09232849636635	0.00198592950939913	0.00498428505550345	CNPY1
gene30292:LOC106569220	2083.70592674891	1.34426652527927	0.266929175000974	5.03604195859957	4.75256426415134e-07	2.30655794249079e-06	SC61G
gene30299:LOC106569214	59.4492158975805	2.68606386469842	0.573436041882573	4.68415597994181	2.81115879937217e-06	1.20702615040433e-05	LOC106569214
gene30300:LOC100380477	553.285433437032	3.74560210672392	0.323009935497612	11.595934660504	4.3212220069118e-31	2.52584895117157e-29	ccr3
gene30309:LOC106569204	133.354030565022	-6.55692311053901	0.772893945988702	-8.48360003926704	2.18331333914425e-17	3.7074631545434e-16	map4l
gene30318:LOC106569199	780.968899721992	-2.29427183603755	0.983136069252169	-2.33362594232017	0.0196153169741262	0.0386108704616478	glula
gene30320:LOC106569198	44.5006884306122	3.08768672460229	0.72787848091681	4.24203600677018	2.21501143599751e-05	8.21578568657247e-05	pbx1a
gene30322:LOC100195684	13.1761394710724	-3.53233298556732	0.748126831664808	-4.72156970724712	2.340313936651e-06	1.01751121415247e-05	LOC100195684
gene30323:LOC106569193	143.68683247411	-3.74288616540396	0.34432595556808	-10.870183048585	1.59879756792296e-27	6.88891586425308e-26	arhgap21b
gene30324:LOC106569194	195.402852055399	-11.319704741982	0.973331436091193	-11.6298563081871	2.90586307604749e-31	1.72256040889821e-29	dpp6b
gene30327:LOC106569190	71.1034441115607	-2.80830488770459	0.602267090874504	-4.66288948915816	3.11800209245288e-06	1.32692582159311e-05	prkag2b
gene30328:LOC106569189	19.7238856067812	-3.53711694281948	0.757649095044692	-4.66854242412952	3.03344144156872e-06	1.29488321530333e-05	bcl2b
gene30331:LOC106569186	604.001040722725	-1.93997571763466	0.367543358503159	-5.27822275318842	1.30442838621924e-07	6.84352621792084e-07	LOC106569186
gene30332:LOC106569184	62.1202724051905	1.9512371959167	0.493117851643954	3.95693887254675	7.59163472703518e-05	0.000254119710010716	LOC106569184
gene30342:LOC106569178	34.4958500447225	1.27888420430659	0.566518074878884	2.25744642760074	0.0239801934293716	0.0459992688630483	ZNF521
gene30347:LOC106569171	22.2828178325966	-5.1636109040384	1.23518186550964	-4.18044585030229	2.90938089339462e-05	0.000105486177628665	CDH2
gene30348:LOC106569170	280.202175196559	-2.3442070475772	0.76052152987478	-3.08236776408312	0.00205360949813053	0.00513936575724043	LOC106569170
gene30349:LOC106569169	13.5033584586926	-5.27131970476592	1.00161245414171	-5.26283362688712	1.41851934316401e-07	7.40765493619175e-07	DSG2
gene30350:LOC100380588	26.662535050103	-6.60349012868526	0.971252177505298	-6.79894499248033	1.05388043819024e-11	9.52387240462461e-11	tbb2a
gene30353:LOC106569165	655.103157010983	-2.88249132222248	0.535594590587354	-5.38185294041417	7.37229841289434e-08	4.01494714791312e-07	dspa
gene30354:LOC106569166	60.052378528964	2.72429418963979	0.584752446152043	4.65888464010194	3.17927298113903e-06	1.35143281306045e-05	TNS3
gene30356:LOC100136518	12.3858875078848	-5.85970727103215	1.13795762626914	-5.14931939095443	2.61433374945891e-07	1.31446873218596e-06	LOC100136518
gene30365:LOC106569156	297.629345541048	1.48195139871264	0.359760010394225	4.11927772930828	3.80061838154325e-05	0.000134899655461018	ripk1
gene30366:LOC106569155	86.0632223125097	1.15452086727451	0.352957520524487	3.27099098372778	0.0010717132723289	0.00283737782801072	dusp22b
gene30367:LOC106569154	145.349614400868	-1.9979181001435	0.466720745977739	-4.28075699947308	1.86258651806256e-05	6.99256348509592e-05	irf4a
gene30375:LOC106569147	152.289520763629	1.17348951977095	0.271924319548866	4.31550043673113	1.59241737124585e-05	6.0502787678968e-05	dhx30
gene30390:LOC106569134	143.741787880732	1.23047636205688	0.471903381132482	2.60747519779146	0.00912126781765453	0.0196177791961766	cacna1eb
gene30395:LOC106569130	641.272496422644	1.4730473302321	0.285515154437092	5.15926145194041	2.47925890068048e-07	1.25191694928011e-06	mapre2
gene30398:LOC100196464	498.705855051734	-4.79615216362519	0.314651899227474	-15.2427243420446	1.84033907498087e-52	5.40010694771637e-50	cebpd
gene30402:LOC106569126	9.63082715404517	3.41823614054948	0.78580065558386	4.35000418523409	1.36134933699234e-05	5.23359773727364e-05	SNAI2
gene30404:LOC100380540	330.100909753347	-1.10281821658069	0.201778766449635	-5.46548200281499	4.61650630934052e-08	2.58515543196525e-07	pcmd1
gene30405:LOC106569123	128.663988192146	-1.52702496053831	0.250205416681793	-6.10308514016048	1.04040384349528e-09	7.26870713801954e-09	LOC106569123
gene30406:LOC106569122	146.559972756414	-7.36340237557894	0.741317864100589	-9.9328543559552	2.9955542022857e-23	8.82515531703507e-22	ST18
gene30418:LOC100136439	5838.87465428846	4.5848918478637	0.433118088478323	10.5857778047826	3.46887648833952e-26	1.36079201600731e-24	CATH-2
gene30426:LOC106569337	43.4961361380788	-1.00469949034039	0.314055322672594	-3.19911626330817	0.00137849565158401	0.00357641007112552	snap47
gene30431:LOC106569333	20.0896726080552	1.52177755651959	0.593558221899986	2.56382188026705	0.0103526658014596	0.0219492971540628	ACKR2
gene30432:LOC106569334	757.859045312654	1.75277747555042	0.35615578946203	4.92137858603385	8.5936708814919e-07	4.00833070538256e-06	LOC106569334
gene30440:LOC106569327	562.657799671451	-5.11132474271488	0.493071043884208	-10.3663048279007	3.52908578855096e-25	1.25367995512652e-23	AQPA
gene30441:LOC100194971	58.9307315067577	3.87132276489346	0.536348646631251	7.2179221280949	5.27879281291811e-13	5.56978128405092e-12	aqp1
gene30451:LOC106569316	171.498872333438	-6.02321375704617	0.708423808227197	-8.50227460892235	1.85911383996065e-17	3.17347163501835e-16	gata6
gene30455:LOC106569312	12.2030981321063	-3.99344843130748	1.15105416643044	-3.46938358573659	0.000521654083637689	0.00147764222185353	egfra
gene30459:LOC100194869	142.370266550625	2.03514375127745	0.502134042766757	4.05298899884145	5.05673811953831e-05	0.000175348459751374	alat2
gene30464:LOC106569306	447.978087947813	1.53284839333442	0.231803280268357	6.6127122599812	3.77341482391977e-11	3.19539924282778e-10	bcl10
gene30466:LOC106569305	39.2050604603024	2.0236989270694	0.526461681332076	3.84396243606742	0.000121063544772797	0.000390241414288495	LOC106569305
gene30472:LOC106569299	37.6807664811613	-5.60800516922485	0.911307090461829	-6.15380394591558	7.56461897976312e-10	5.39413401514433e-09	c8a
gene30474:LOC106569297	112.950940722669	-1.65475895620997	0.513327102553183	-3.22359553582801	0.00126592063489297	0.00330921239997011	sox4a
gene30479:LOC106569417	616.73374009799	-1.33718878694886	0.230054655820719	-5.81248304746733	6.15529189039027e-09	3.89591738437709e-08	LOC106569417
gene30487:LOC106569408	12.7953209830314	2.74692082537951	0.721402267634259	3.80775185859572	0.000140235885024589	0.000445822489087381	LOC106569408
gene30490:LOC106569405	108.404157837113	-3.85956317796686	0.519162206667529	-7.43421444858469	1.05191198421452e-13	1.20524222385032e-12	LOC106569405
gene30491:LOC106569400	39.7378011769632	-3.15784796785699	0.560989797234002	-5.62906488393724	1.81189235315529e-08	1.07471916957016e-07	si:ch73-182a11.2
gene30492:LOC106569402	226.890355501796	-1.06333296538319	0.246880384104345	-4.30707757216453	1.65425608720484e-05	6.26333372475503e-05	fzr1b
gene30495:LOC106569403	142.415543299034	-2.72787434190657	0.330105450392944	-8.26364526444327	1.4129007609141e-16	2.18779667691306e-15	LOC106569403
gene30499:LOC100380622	281.37000104321	1.06950103389629	0.341260874920576	3.1339690907878	0.00172459021116366	0.00438023387735546	hgv2
gene30500:LOC100196357	17032.9250233705	2.21826139825571	0.451081660980447	4.91764926429113	8.75896649901687e-07	4.08088844046764e-06	tdx
gene30502:LOC100286668	22.0413176569617	-1.18485551499493	0.478319951848732	-2.4771191551082	0.0132447676208212	0.0272501203406083	LOC100286668
gene30507:LOC106569386	67.3878446778158	-1.08845562100429	0.372598664717354	-2.92125475497873	0.00348624628101661	0.00828382254626855	LOC106569386
gene30508:LOC106569384	195.569267333013	-1.19336352428705	0.166655130928783	-7.16067676786387	8.02797373765141e-13	8.31503118192395e-12	LOC106569384
gene30509:LOC106569388	54.836653566969	-1.41276477638118	0.353747168243442	-3.99371331619804	6.50465046244691e-05	0.000220399490207367	LOC106569388
gene30512:LOC106569391	76.496246725871	-1.01432812813202	0.261497453869131	-3.87892162284551	0.000104920550427202	0.000342418386295784	LOC106569391
gene30519:LOC106569380	101.207550148256	-3.80014884401333	0.397061519836666	-9.57068024515835	1.06204566435774e-21	2.71696651519174e-20	nectin4b
gene30525:LOC106569375	157.603624286928	3.41230778698402	0.553662853057204	6.16315103702914	7.13114287335392e-10	5.10114883795281e-09	si:dkeyp-66d1.7
gene30533:LOC106569422	2612.47462776597	2.27186156637247	0.332090951640939	6.84108240572855	7.85970252060849e-12	7.21386459375086e-11	si:ch211-284o19.8
gene30538:LOC106569365	214.754878808334	-3.61485636761721	0.521481102088461	-6.93190290720067	4.15216916134171e-12	3.94805896633992e-11	LOC106569365
gene30539:LOC106569366	14.1214166109806	-5.33369490374729	1.02685716073367	-5.19419361105341	2.05609081164798e-07	1.05052886446433e-06	LOC106569366
gene30550:LOC106569443	4256.58678105614	3.56758520640639	0.405743740293607	8.79270547421086	1.46000843936426e-18	2.81663561053684e-17	mmp14b
gene30553:LOC106569442	50.1860399081629	-3.80567137229351	0.8019622757054	-4.74544936536581	2.08043953261501e-06	9.12364926102559e-06	LOC106569442
gene30554:LOC106569441	24.5912428777229	-3.00808855739854	0.607158633963628	-4.9543700593719	7.25649892439802e-07	3.42602490649415e-06	LOC106569441
gene30571:LOC100195068	1959.68104142431	5.01476693387616	0.925359140714455	5.41926557293673	5.98443645671683e-08	3.30201803214445e-07	tgm1
gene30573:LOC106569491	145.500657977129	3.22627408924838	0.524736106584385	6.14837448531769	7.82810369101359e-10	5.57253873375575e-09	cxcr4a
gene30574:LOC106569474	666.830015451871	1.39262950710428	0.360676046502862	3.86116439005947	0.000112847941854828	0.000365970066074959	mcm6
gene30577:LOC106569471	356.289206193824	1.71369873536897	0.368350317545074	4.65236122718768	3.2815557381824e-06	1.39228875109147e-05	tmbim1a
gene30581:LOC106569469	5246.70623138028	2.32514116261113	0.249394528269038	9.32314425159661	1.1294265419614e-20	2.6218958086055e-19	LOC106569469
gene30582:LOC106569490	935.486212442613	-3.56401736485583	0.389343390866487	-9.15391772009815	5.490539089234e-20	1.20410230564569e-18	LOC106569490
gene30583:LOC106569489	105.799970051662	3.92419012696976	0.729342737486734	5.38044725103078	7.43010087452124e-08	4.04492486013129e-07	LOC106569489
gene30588:LOC106569465	67.9669156008086	3.50444709123513	0.845910358539389	4.14281141714136	3.43074042802212e-05	0.000122946038567969	LOC106569465
gene30590:LOC106569461	1666.79875532308	3.47901939304027	0.331411085863405	10.4975951060194	8.86088030313883e-26	3.35490078367745e-24	arhgap45a
gene30591:LOC106569462	458.791187156541	1.08065142739848	0.261499743503537	4.13251429206034	3.5881644777712e-05	0.000127993569500657	RPAB1
gene30595:LOC106569459	13.5268878479006	1.74444171599307	0.57870868783292	3.01436932375328	0.00257514118238953	0.00629948876322268	pip5k1cb
gene30597:LOC106569488	2658.81935010711	4.4583673025147	0.573821621646668	7.76960493353446	7.87312968685149e-15	1.01014973502966e-13	LOC106569488
gene30598:LOC106569487	16.2911866595316	4.13630281716187	1.32852549046029	3.11345386058703	0.00184911419643868	0.00467142125407665	LOC106569487
gene30622:LOC106569508	167.820644374168	-4.46617201151455	0.44989683774342	-9.92710247512707	3.17343107168716e-23	9.33215870091578e-22	gad1b
gene30623:LOC106569565	14.6825115689286	-3.92230140307852	0.68365811105522	-5.73722645815536	9.62395381554831e-09	5.93392890963719e-08	erich2
gene30629:LOC106569513	752.88464420789	3.05866475006001	0.490744194532439	6.23270694618035	4.5844331008973e-10	3.36302551199074e-09	ptprsa
gene30636:LOC106569521	15.1314850010105	-7.62826428691325	1.27701372835867	-5.97351783893333	2.32191383913223e-09	1.55587846041692e-08	sema4e
gene30643:LOC106569526	31.7045697736678	-1.88801711621529	0.663900783276346	-2.84382420351718	0.00445756345409494	0.0103414203378801	LOC106569526
gene30662:LOC106569546	15.8874327863292	-3.40182864455269	0.814702763398323	-4.17554572954047	2.97272526237354e-05	0.000107556938808664	stk11
gene30664:LOC106569548	176.930684201364	3.2156977437001	0.804344312490071	3.99791195606893	6.39037105107518e-05	0.000216978312603216	LOC106569548
gene30678:LOC106569568	165.200413072515	-4.30507579187278	0.496291862552271	-8.67448394122995	4.15430058188637e-18	7.61396889283521e-17	arhgap12a
gene30681:LOC106569569	167.273100637853	-2.0857784635374	0.317045754506334	-6.57879323060209	4.74281772248606e-11	3.95702304324448e-10	zeb1a
gene30684:LOC106569572	28.8623873000426	-8.07622183700091	1.40342511880197	-5.75465105248731	8.68209437188846e-09	5.38488047250735e-08	LOC106569572
gene30687:LOC106569574	39.959631022065	-4.17076677513904	0.578917572458273	-7.20442248354737	5.82903715306344e-13	6.12832093093302e-12	kcnj9
gene30703:LOC106569592	14.7091507738176	1.33815120802562	0.578212007775156	2.31429162665535	0.0206517307948499	0.0403693116190314	LOC106569592
gene30707:LOC106569596	59.4591965373545	-1.05231016797783	0.327182687095892	-3.21627705095966	0.00129865394729036	0.00338753143609195	nadkb
gene30708:LOC106569597	104.475290081805	-1.14742965452654	0.396185207644075	-2.89619509357697	0.00377717498232975	0.00889729834683326	skila
gene30715:LOC100195304	35.9691748766198	-2.42905810743468	0.542414552902926	-4.47823181445761	7.52638466978142e-06	3.02239914281369e-05	sppl2b
gene30721:LOC106569614	213.283170563706	-1.0460001467394	0.459177594577709	-2.27798603218298	0.0227274098159365	0.0438685953314712	LOC106569614
gene30722:LOC106569613	82.8116246819391	3.19278590195047	0.373548140320038	8.54718724931958	1.26124479789662e-17	2.20552479765676e-16	LOC106569613
gene30731:LOC106569606	453.202954637257	1.92688511263196	0.429153873084895	4.48996323575247	7.12354675434643e-06	2.87242314707692e-05	klf2b
gene30734:LOC106569628	33.8381482973563	-5.6405802518147	2.01215936370341	-2.80324727432778	0.0050590864654241	0.0115695404999563	rab8a
gene30740:LOC100196238	18.7006200712828	-4.1473486179952	1.10311815994809	-3.75965945315447	0.000170144805382951	0.000532653261960092	ccl21
gene30746:LOC106569630	20.4418497824308	-4.57123334660281	0.909007279751471	-5.02881929378235	4.9350920004254e-07	2.3884282462227e-06	LOC106569630
gene30748:LOC106569633	307.674882978138	-9.12937882419244	0.763629889423689	-11.9552402945914	6.09569983515947e-33	4.17911495941786e-31	scg2b
gene30756:LOC106569642	1278.4243256935	1.85957283747816	0.235651479981201	7.89119948504672	2.9929579256163e-15	4.01933017900957e-14	LOC106569642
gene30759:LOC106569651	176.63793303977	1.38131859192907	0.375918519072694	3.67451594387122	0.00023830076408891	0.000724817669005499	pask
gene30761:LOC106569648	31.6383042325512	-4.91300813182644	0.750540459632712	-6.54596040595959	5.91142419393482e-11	4.86970578671054e-10	LOC106569648
gene30762:LOC106569650	57.0365374330405	-6.31557375180996	0.722138953828706	-8.7456489063849	2.21737590676148e-18	4.20313057054923e-17	LOC106569650
gene30763:LOC106569646	427.928949892067	-2.14753603583833	0.312404693710314	-6.87421181267429	6.23335329808348e-12	5.78814195650834e-11	klhl24a
gene30780:LOC106569664	138.440409402455	-6.50984760285259	0.767567055377559	-8.4811451419713	2.2298823625748e-17	3.77997909676674e-16	CK2N2
gene30785:LOC106569679	1374.62730918081	-6.79038277216332	0.651478368827642	-10.4230364307918	1.94638031751013e-25	7.06839574959153e-24	CCL20
gene30786:LOC106569680	22.5265385198227	-6.01642602865302	1.01888473663228	-5.9049132962175	3.5283226438325e-09	2.30839623941977e-08	ccl20a.3
gene30790:LOC106569671	40.4495847945144	-2.90476266056085	0.482806484865485	-6.01641185778635	1.78325523481254e-09	1.21013085927623e-08	wdr47a
gene30791:LOC106569672	344.896209437938	1.24114136238365	0.403857002467131	3.07321986446097	0.00211762404748634	0.00528110168497293	LOC106569672
gene30797:LOC106569675	74.2375219804261	-3.10565257147804	0.545648869837162	-5.69166865937954	1.2580380385367e-08	7.63329407873912e-08	LOC106569675
gene30798:LOC106569693	43.1739268964807	-2.40320423449797	0.400301529317755	-6.00348501938979	1.93126592808738e-09	1.30574046377576e-08	fam102ba
gene30799:LOC106569690	10.0215779034936	-4.04509864073176	1.1749428082227	-3.44280471561902	0.000575714876138368	0.00161827776707808	LOC106569690
gene30808:LOC106569695	94.082572123534	1.21364975479657	0.335115361788019	3.62158794607656	0.000292800231869368	0.00087384430469313	LOC106569695
gene30812:LOC106569698	228.500666136126	1.18526624040312	0.418673685643643	2.83100247530716	0.00464023619339824	0.0107143886231417	LOC106569698
gene30828:LOC106569715	19.1165777132103	-3.72988435423181	0.942011974599438	-3.95948719846988	7.51108703096944e-05	0.000251739379497129	LOC106569715
gene30832:LOC106569720	34.5896082294346	-3.53920100355134	0.677023948831931	-5.22758612846342	1.71737404220915e-07	8.87042888937564e-07	zgc:162816
gene30841:LOC100194550	2155.47167795317	-1.12214284951231	0.154670297163021	-7.25506364243669	4.01473020529192e-13	4.28223294852348e-12	acadm
gene30866:LOC106569746	21.5808324781969	-5.097368871028	0.819583606228285	-6.21946172701775	4.98863285434315e-10	3.64768138163446e-09	LOC106569746
gene30875:LOC106569754	14.9371195308179	-2.41031031753262	0.703067324003257	-3.42827811113214	0.000607422852463595	0.00169764822933987	dnajb4
gene30879:LOC106569758	13.7150761677744	-6.50628526019565	1.20340710183207	-5.40655381731625	6.42489284732041e-08	3.52713995919407e-07	trim35-29
gene30883:LOC106569763	33.2696344299393	1.95612154940433	0.515856946794329	3.79198450570489	0.000149448240415289	0.000473008275105796	LOC106569763
gene30884:LOC106569764	22.6159602650765	-3.81808881564507	1.14702088727122	-3.32870033842919	0.000872522274602949	0.00235880054391693	LOC106569764
gene30885:LOC106569765	76.4992505760937	1.71637336140786	0.265571123224903	6.46295177188496	1.02680025646172e-10	8.18956236079264e-10	LOC106569765
gene30903:LOC106569784	15.9817341156195	-3.47682860049028	0.796610886066487	-4.36452559374151	1.27398933937603e-05	4.92525285708969e-05	LOC106569784
gene30908:LOC106569780	550.74549931634	-3.23302789235907	0.470875883103708	-6.86598742549532	6.60328905525694e-12	6.10460966441098e-11	LOC106569780
gene30924:LOC106569803	23.8757575807835	-3.49375516669099	1.27362503827917	-2.74315835641195	0.00608513323221772	0.0136542069613034	xirp1
gene30925:LOC106569804	15.4824620281498	-4.02437409201858	1.51246446133869	-2.66080572131697	0.00779539221668268	0.0170371066448771	LOC106569804
gene30928:LOC106569808	54.8265870549752	-1.71579722980853	0.464601978327756	-3.69304761891934	0.000221582511126752	0.000678045616084841	plcd1b
gene30930:LOC100380563	9.51819292908207	2.66774085200082	0.761778360213866	3.50199085630611	0.000461795466691125	0.00132302913289569	hhatl
gene30932:LOC106569811	39.1470665077005	-1.29397717248213	0.50781382251714	-2.5481330265256	0.0108301164529951	0.0228345266278821	vipr1a
gene30939:LOC100196541	101.848622378312	-1.21893263228906	0.469236037880078	-2.59769611429671	0.00938515103585219	0.0201219119424968	crj1a
gene30940:LOC106569814	128.275899579498	-2.79181772466206	0.45622408744184	-6.11940009637909	9.39282962616412e-10	6.60627516108662e-09	vav3b
gene30948:LOC100196548	120.54407248697	-10.6221900029873	1.01034003498678	-10.513480249376	7.48782454486172e-26	2.84974365265729e-24	capsl
gene30951:LOC106569828	238.582849747574	1.3301148822068	0.281005101432363	4.73341898572952	2.20769104774095e-06	9.63992238301528e-06	LOC106569828
gene30972:LOC106570128	36.7114460802831	-2.66112349363533	0.579928936076606	-4.58870618120667	4.46001658017743e-06	1.8534239698647e-05	LOC106570128
gene30976:LOC106570124	188.259300081085	1.33827655538429	0.384000927517187	3.48508677840208	0.000491977459496805	0.00140101849708994	LOC106570124
gene30980:LOC106570121	1337.26504139615	-1.32633334289953	0.148189467044576	-8.95025381595146	3.54665908111413e-19	7.21703310798419e-18	kmt2ba
gene30984:LOC106570180	46.8814253120465	-9.26033900459014	1.25868740542426	-7.35713963982092	1.87892771711578e-13	2.08207613305620e-12	LOC106570180
gene30992:LOC106570110	103.887743406682	-6.64351369839565	1.00735352746277	-6.59501705933239	4.25206966879116e-11	3.56889245684608e-10	s100u
gene30994:LOC106570109	173.466793947754	-3.71492710260717	0.539351428409343	-6.88776724586277	5.66748374746973e-12	5.28610856967592e-11	pbxip1a
gene31005:LOC106570100	2910.10215453648	2.79872378068251	0.208249453110886	13.4392851403662	3.55857697173644e-41	4.72485629328789e-39	S10A1
gene31006:LOC106570099	1105.1112712582	3.69224912604357	0.270931812688508	13.6279645029673	2.7309147528147e-42	4.00666157959208e-40	LOC106570099
gene31019:LOC106570087	375.509885500479	-2.62153145989995	0.26999766776387	-9.70945964686124	2.74789981006075e-22	7.4658911228345e-21	celf3a
gene31020:LOC106570086	407.426937044611	1.02439391877843	0.312025674914064	3.283043676007	0.00102692753869416	0.00273192518294675	cers2a
gene31022:LOC106570085	875.671143270898	-1.41016856241932	0.147694779654997	-9.54785650321123	1.32407379428673e-21	3.36383526803078e-20	clk2a
gene31026:LOC106570082	10.3562109047363	-3.72856715828259	1.50855736177909	-2.47161112513837	0.0134505740371302	0.0276173951418034	adgrb1b
gene31027:LOC106570080	36.6874719300029	-1.80326495885852	0.451637104193499	-3.99272987563468	6.53169614224409e-05	0.00022112976503462	LOC106570080
gene31029:LOC106570077	136.029879296566	-1.63808458681665	0.324255718972604	-5.05182943883575	4.37598382320239e-07	2.13509300505866e-06	LOC106570077
gene31030:LOC100532741	51.0687197917629	2.84119193762986	0.789355607263892	3.59938145936299	0.000318974996104679	0.000945518063511426	eomes
gene31032:LOC100195227	195.976498058403	-1.32172631133465	0.268201282326875	-4.928113317981	8.30274605484272e-07	3.88560570155104e-06	tgfr2
gene31034:LOC106570074	17.3939612258282	-7.34443657916168	1.45019691065819	-5.06444092190785	4.09600632996666e-07	2.00716622812645e-06	OSBPL10
gene31038:LOC106570070	29.5022076441402	-2.65220497138875	0.489695561248665	-5.41602820459704	6.09374927069321e-08	3.35854404301185e-07	LOC106570070
gene31042:LOC106570067	356.524441673657	-1.18157429559379	0.149694358239999	-7.89324533994404	2.94428007220639e-15	3.95576969591356e-14	ppt2
gene31045:LOC106570064	2434.83842931233	1.40112605299286	0.137143307386236	10.2165105953503	1.67253438653332e-24	5.55800413409369e-23	clic1
gene31048:LOC100196390	118.481660491176	-3.25703563485595	0.489499214601213	-6.65381176864482	2.85597892328433e-11	2.44966353539702e-10	saca4
gene31053:LOC106570059	317.075200024507	1.06150766808327	0.424427427818431	2.50103456682677	0.0123831091237584	0.0256854675536794	LOC106570059
gene31057:LOC106570057	67.7289678975447	-1.06844382902642	0.340626935424248	-3.13669800568085	0.00170862020270211	0.00434379159659402	ZBTB12
